request_id,date_submitted,neighborhood,category,service_type,priority,status,response_days,source,department,satisfaction_score,month,quarter,resolution_rate
RVA-10180,2024-09-15,Bon Air,Water & Utilities,Hydrant Issue,High,Closed,6.73,Phone,Public Utilities,3.7,2024-09,2024Q3,1
RVA-10181,2024-12-24,Short Pump,Road & Sidewalk,Pothole Repair,Low,Open,16.57,Mobile App,Parks & Rec,3.6,2024-12,2024Q4,0
RVA-10182,2025-12-10,Northside,Noise & Nuisance,Animal Control,Low,Resolved,28.19,Mobile App,Public Works,2.5,2025-12,2025Q4,1
RVA-10183,2025-03-31,Manchester,Water & Utilities,Hydrant Issue,High,Resolved,0.3,Mobile App,Code Enforcement,1.3,2025-03,2025Q1,1
RVA-10184,2025-02-14,Scott's Addition,Road & Sidewalk,Crosswalk Faded,Medium,Resolved,0.37,Mobile App,Parks & Rec,4.2,2025-02,2025Q1,1
RVA-10185,2025-10-10,Highland Park,Water & Utilities,Water Main Break,High,Closed,1.63,Mobile App,Code Enforcement,2.2,2025-10,2025Q4,1
RVA-10186,2024-11-13,Carytown,Water & Utilities,Storm Drain Blocked,High,Resolved,0.69,Mobile App,Public Utilities,4.4,2024-11,2024Q4,1
RVA-10187,2025-11-07,Museum District,Water & Utilities,Water Main Break,Medium,Open,8.8,Website,Public Works,3.4,2025-11,2025Q4,0
RVA-10188,2024-08-12,Southside,Sanitation,Missed Trash Pickup,Emergency,Resolved,0.56,Phone,Transportation,2.4,2024-08,2024Q3,1
RVA-10189,2024-08-21,Carytown,Parks & Public Spaces,Playground Repair,Medium,Resolved,17.66,Mobile App,Police,3.4,2024-08,2024Q3,1
RVA-10190,2025-11-14,Short Pump,Parks & Public Spaces,Graffiti Removal,Low,In Progress,2.94,Mobile App,Transportation,3.6,2025-11,2025Q4,0
RVA-10191,2025-10-25,Northside,Public Safety,Hazardous Condition,High,Closed,1.33,Mobile App,Code Enforcement,3.8,2025-10,2025Q4,1
RVA-10192,2025-01-08,West End,Noise & Nuisance,Noise Complaint,Medium,Closed,3.48,Mobile App,Police,4.3,2025-01,2025Q1,1
RVA-10193,2025-11-02,Scott's Addition,Water & Utilities,Sewer Problem,High,Resolved,0.55,Email,Public Utilities,1.6,2025-11,2025Q4,1
RVA-10194,2025-08-30,Scott's Addition,Parks & Public Spaces,Tree Hazard,Emergency,Resolved,0.45,Walk-in,Code Enforcement,4.8,2025-08,2025Q3,1
RVA-10195,2025-04-16,Northside,Road & Sidewalk,Pothole Repair,High,Resolved,1.17,Mobile App,Transportation,2.6,2025-04,2025Q2,1
RVA-10196,2024-08-20,Bon Air,Parks & Public Spaces,Tree Hazard,Medium,Closed,2.96,Website,Public Utilities,4.4,2024-08,2024Q3,1
RVA-10197,2025-11-22,Scott's Addition,Water & Utilities,Storm Drain Blocked,Medium,Closed,2.25,Mobile App,Police,1.9,2025-11,2025Q4,1
RVA-10198,2024-04-22,Bon Air,Road & Sidewalk,Pothole Repair,Medium,Resolved,0.09,Mobile App,Public Utilities,1.1,2024-04,2024Q2,1
RVA-10199,2025-05-11,West End,Parks & Public Spaces,Park Maintenance,Medium,Closed,3.69,Website,Public Utilities,3.3,2025-05,2025Q2,1
RVA-10200,2025-03-17,Ginter Park,Water & Utilities,Storm Drain Blocked,Medium,Resolved,2.04,Mobile App,Public Utilities,2.3,2025-03,2025Q1,1
RVA-10201,2025-07-17,Carytown,Parks & Public Spaces,Graffiti Removal,High,Resolved,0.0,Phone,Parks & Rec,4.9,2025-07,2025Q3,1
RVA-10202,2024-09-24,Manchester,Sanitation,Bulk Pickup Request,High,Closed,0.74,Website,Parks & Rec,1.4,2024-09,2024Q3,1
RVA-10203,2025-05-24,The Fan,Public Safety,Unsafe Structure,Low,Resolved,3.27,Phone,Code Enforcement,1.2,2025-05,2025Q2,1
RVA-10204,2025-01-20,Oregon Hill,Sanitation,Illegal Dumping,Medium,Resolved,2.5,Email,Public Utilities,1.2,2025-01,2025Q1,1
RVA-10205,2025-01-21,Bon Air,Public Safety,Hazardous Condition,High,Closed,0.28,Website,Transportation,1.9,2025-01,2025Q1,1
RVA-10206,2024-04-22,Carytown,Parks & Public Spaces,Graffiti Removal,Medium,Resolved,3.54,Website,Public Utilities,3.3,2024-04,2024Q2,1
RVA-10207,2025-09-04,Northside,Noise & Nuisance,Noise Complaint,Medium,Resolved,5.9,Phone,Public Utilities,3.0,2025-09,2025Q3,1
RVA-10208,2025-09-16,The Fan,Road & Sidewalk,Street Light Out,High,Closed,1.99,Mobile App,Parks & Rec,2.4,2025-09,2025Q3,1
RVA-10209,2024-03-21,West End,Road & Sidewalk,Crosswalk Faded,High,Closed,3.26,Website,Police,1.4,2024-03,2024Q1,1
RVA-10210,2025-11-29,Shockoe Bottom,Noise & Nuisance,Abandoned Vehicle,Medium,Closed,3.01,Email,Public Utilities,1.9,2025-11,2025Q4,1
RVA-10211,2024-04-22,Carytown,Public Safety,Traffic Signal Issue,High,Resolved,1.46,Phone,Public Works,1.7,2024-04,2024Q2,1
RVA-10212,2024-01-02,Manchester,Sanitation,Missed Trash Pickup,Low,Resolved,16.63,Email,Code Enforcement,4.0,2024-01,2024Q1,1
RVA-10213,2025-10-03,Highland Park,Water & Utilities,Water Main Break,Emergency,Closed,0.28,Mobile App,Parks & Rec,4.1,2025-10,2025Q4,1
RVA-10214,2024-08-07,Carytown,Sanitation,Bulk Pickup Request,Low,Resolved,12.09,Mobile App,Police,4.1,2024-08,2024Q3,1
RVA-10215,2025-07-19,Scott's Addition,Public Safety,Missing Sign,Low,In Progress,5.7,Mobile App,Public Works,4.9,2025-07,2025Q3,0
RVA-10216,2024-08-12,The Fan,Water & Utilities,Sewer Problem,High,Resolved,1.08,Phone,Public Utilities,4.5,2024-08,2024Q3,1
RVA-10217,2025-01-19,Bon Air,Noise & Nuisance,Property Maintenance,Low,Resolved,14.28,Website,Transportation,3.0,2025-01,2025Q1,1
RVA-10218,2025-02-06,Northside,Noise & Nuisance,Noise Complaint,High,In Progress,0.38,Mobile App,Transportation,2.7,2025-02,2025Q1,0
RVA-10219,2025-09-29,West End,Road & Sidewalk,Pothole Repair,High,Closed,0.83,Email,Parks & Rec,4.7,2025-09,2025Q3,1
RVA-10220,2024-05-09,East End,Public Safety,Traffic Signal Issue,High,Closed,0.51,Phone,Public Utilities,3.4,2024-05,2024Q2,1
RVA-10221,2024-02-22,Church Hill,Road & Sidewalk,Crosswalk Faded,Emergency,Resolved,0.22,Phone,Code Enforcement,2.2,2024-02,2024Q1,1
RVA-10222,2025-11-14,Northside,Public Safety,Hazardous Condition,Medium,Closed,1.31,Website,Parks & Rec,3.3,2025-11,2025Q4,1
RVA-10223,2025-12-30,Carytown,Public Safety,Traffic Signal Issue,High,Closed,1.73,Mobile App,Public Works,5.0,2025-12,2025Q4,1
RVA-10224,2025-11-02,Jackson Ward,Water & Utilities,Hydrant Issue,Low,Closed,16.0,Website,Transportation,4.4,2025-11,2025Q4,1
RVA-10225,2025-12-10,Northside,Water & Utilities,Sewer Problem,Medium,Open,7.72,Mobile App,Police,2.1,2025-12,2025Q4,0
RVA-10226,2025-02-19,Northside,Road & Sidewalk,Sidewalk Damage,High,In Progress,0.91,Mobile App,Police,4.8,2025-02,2025Q1,0
RVA-10227,2024-09-03,Carytown,Noise & Nuisance,Abandoned Vehicle,Medium,Open,22.44,Phone,Code Enforcement,4.9,2024-09,2024Q3,0
RVA-10228,2025-03-14,The Fan,Road & Sidewalk,Sidewalk Damage,Medium,Open,4.51,Email,Police,1.9,2025-03,2025Q1,0
RVA-10229,2024-07-21,Highland Park,Sanitation,Overflowing Bin,Medium,Resolved,2.55,Phone,Police,4.6,2024-07,2024Q3,1
RVA-10230,2024-07-02,West End,Sanitation,Bulk Pickup Request,Medium,Resolved,9.03,Website,Code Enforcement,4.5,2024-07,2024Q3,1
RVA-10231,2024-05-02,The Fan,Noise & Nuisance,Noise Complaint,Emergency,Resolved,0.65,Website,Transportation,1.2,2024-05,2024Q2,1
RVA-10232,2025-02-04,Carytown,Noise & Nuisance,Abandoned Vehicle,Low,Open,13.83,Mobile App,Public Works,3.7,2025-02,2025Q1,0
RVA-10233,2024-10-20,Bon Air,Water & Utilities,Hydrant Issue,Medium,Resolved,1.09,Walk-in,Parks & Rec,2.2,2024-10,2024Q4,1
RVA-10234,2024-10-06,Highland Park,Public Safety,Traffic Signal Issue,High,Resolved,1.26,Phone,Transportation,3.7,2024-10,2024Q4,1
RVA-10235,2025-09-01,Bon Air,Sanitation,Overflowing Bin,Medium,Closed,9.9,Mobile App,Parks & Rec,4.7,2025-09,2025Q3,1
RVA-10236,2024-07-16,Scott's Addition,Water & Utilities,Storm Drain Blocked,Low,Open,7.01,Phone,Code Enforcement,3.0,2024-07,2024Q3,0
RVA-10237,2025-05-25,Museum District,Water & Utilities,Sewer Problem,Medium,Closed,5.75,Mobile App,Transportation,2.7,2025-05,2025Q2,1
RVA-10238,2024-05-23,Scott's Addition,Water & Utilities,Storm Drain Blocked,Medium,Closed,4.43,Mobile App,Public Utilities,4.7,2024-05,2024Q2,1
RVA-10239,2025-08-31,Southside,Road & Sidewalk,Street Light Out,Low,Closed,18.47,Mobile App,Code Enforcement,4.9,2025-08,2025Q3,1
RVA-10240,2024-07-19,Carytown,Sanitation,Bulk Pickup Request,High,Closed,0.67,Mobile App,Code Enforcement,1.2,2024-07,2024Q3,1
RVA-10241,2024-05-03,Carytown,Water & Utilities,Hydrant Issue,Medium,Closed,4.28,Website,Code Enforcement,4.7,2024-05,2024Q2,1
RVA-10242,2024-07-05,The Fan,Road & Sidewalk,Pothole Repair,Emergency,Resolved,0.07,Phone,Code Enforcement,1.3,2024-07,2024Q3,1
RVA-10243,2024-11-21,West End,Sanitation,Illegal Dumping,High,Closed,2.34,Website,Police,2.3,2024-11,2024Q4,1
RVA-10244,2025-04-08,Museum District,Parks & Public Spaces,Playground Repair,High,Closed,2.63,Mobile App,Police,4.1,2025-04,2025Q2,1
RVA-10245,2024-12-14,Southside,Water & Utilities,Sewer Problem,Low,Closed,0.44,Website,Transportation,4.1,2024-12,2024Q4,1
RVA-10246,2025-10-21,Woodland Heights,Public Safety,Unsafe Structure,Medium,Resolved,5.63,Mobile App,Public Works,3.9,2025-10,2025Q4,1
RVA-10247,2025-02-06,West End,Water & Utilities,Hydrant Issue,Low,Resolved,5.36,Phone,Code Enforcement,1.2,2025-02,2025Q1,1
RVA-10248,2024-12-11,Museum District,Road & Sidewalk,Sidewalk Damage,Emergency,Closed,0.07,Mobile App,Parks & Rec,1.5,2024-12,2024Q4,1
RVA-10249,2025-05-25,Bon Air,Water & Utilities,Sewer Problem,Low,Resolved,5.45,Phone,Public Utilities,4.7,2025-05,2025Q2,1
RVA-10250,2024-05-26,Museum District,Sanitation,Overflowing Bin,Medium,Closed,1.08,Mobile App,Police,1.3,2024-05,2024Q2,1
RVA-10251,2024-05-27,Carytown,Road & Sidewalk,Street Light Out,Medium,In Progress,2.69,Website,Parks & Rec,1.3,2024-05,2024Q2,0
RVA-10252,2025-12-11,Bon Air,Road & Sidewalk,Sidewalk Damage,Medium,Resolved,2.43,Walk-in,Police,4.3,2025-12,2025Q4,1
RVA-10253,2025-05-03,The Fan,Water & Utilities,Storm Drain Blocked,Low,Resolved,13.41,Website,Transportation,3.6,2025-05,2025Q2,1
RVA-10254,2025-10-01,Northside,Water & Utilities,Water Main Break,Medium,Resolved,7.44,Mobile App,Public Works,2.4,2025-10,2025Q4,1
RVA-10255,2025-07-04,Manchester,Parks & Public Spaces,Tree Hazard,Low,In Progress,9.34,Mobile App,Public Utilities,1.7,2025-07,2025Q3,0
RVA-10256,2024-12-03,Lakeside,Water & Utilities,Storm Drain Blocked,Low,In Progress,0.23,Email,Police,4.5,2024-12,2024Q4,0
RVA-10257,2025-10-02,Northside,Sanitation,Missed Trash Pickup,Medium,Resolved,13.37,Phone,Public Utilities,5.0,2025-10,2025Q4,1
RVA-10258,2025-04-17,Scott's Addition,Noise & Nuisance,Animal Control,High,Resolved,2.32,Email,Public Utilities,1.2,2025-04,2025Q2,1
RVA-10259,2024-05-30,Northside,Public Safety,Traffic Signal Issue,Medium,Open,0.17,Phone,Transportation,3.2,2024-05,2024Q2,0
RVA-10260,2025-02-18,Highland Park,Water & Utilities,Water Main Break,Medium,Closed,8.54,Email,Parks & Rec,2.0,2025-02,2025Q1,1
RVA-10261,2024-10-24,Scott's Addition,Water & Utilities,Hydrant Issue,Medium,Closed,1.12,Email,Police,4.3,2024-10,2024Q4,1
RVA-10262,2025-09-02,Oregon Hill,Parks & Public Spaces,Graffiti Removal,Medium,Closed,4.33,Website,Public Utilities,2.4,2025-09,2025Q3,1
RVA-10263,2024-09-19,Scott's Addition,Road & Sidewalk,Sidewalk Damage,Emergency,In Progress,0.31,Mobile App,Transportation,3.9,2024-09,2024Q3,0
RVA-10264,2024-05-23,Ginter Park,Noise & Nuisance,Noise Complaint,Low,Resolved,5.44,Phone,Code Enforcement,3.2,2024-05,2024Q2,1
RVA-10265,2024-12-11,West End,Road & Sidewalk,Crosswalk Faded,High,Resolved,4.41,Email,Public Utilities,3.2,2024-12,2024Q4,1
RVA-10266,2025-09-15,Ginter Park,Road & Sidewalk,Crosswalk Faded,High,Closed,1.15,Walk-in,Public Utilities,4.4,2025-09,2025Q3,1
RVA-10267,2025-07-25,Shockoe Bottom,Sanitation,Missed Trash Pickup,High,Closed,0.16,Mobile App,Police,2.9,2025-07,2025Q3,1
RVA-10268,2024-01-02,The Fan,Noise & Nuisance,Property Maintenance,Low,Resolved,29.31,Phone,Code Enforcement,4.4,2024-01,2024Q1,1
RVA-10269,2024-10-30,Carytown,Public Safety,Unsafe Structure,Medium,Closed,12.66,Walk-in,Public Utilities,2.5,2024-10,2024Q4,1
RVA-10270,2024-09-10,Shockoe Bottom,Water & Utilities,Storm Drain Blocked,High,In Progress,2.31,Phone,Police,1.7,2024-09,2024Q3,0
RVA-10271,2025-10-13,Short Pump,Road & Sidewalk,Sidewalk Damage,Low,Open,6.31,Walk-in,Police,2.8,2025-10,2025Q4,0
RVA-10272,2025-03-28,Bon Air,Water & Utilities,Hydrant Issue,High,Closed,0.19,Walk-in,Transportation,3.0,2025-03,2025Q1,1
RVA-10273,2024-02-06,Oregon Hill,Noise & Nuisance,Animal Control,High,In Progress,3.13,Email,Public Utilities,2.9,2024-02,2024Q1,0
RVA-10274,2024-06-08,Bon Air,Sanitation,Illegal Dumping,High,In Progress,0.16,Mobile App,Public Works,4.2,2024-06,2024Q2,0
RVA-10275,2024-01-09,The Fan,Parks & Public Spaces,Park Maintenance,Low,Closed,0.71,Mobile App,Public Works,3.3,2024-01,2024Q1,1
RVA-10276,2024-08-20,Bon Air,Public Safety,Hazardous Condition,High,Resolved,1.54,Mobile App,Parks & Rec,4.6,2024-08,2024Q3,1
RVA-10277,2024-04-08,Shockoe Bottom,Sanitation,Missed Trash Pickup,High,Resolved,0.35,Email,Public Works,3.1,2024-04,2024Q2,1
RVA-10278,2025-10-20,Bon Air,Noise & Nuisance,Animal Control,High,Closed,0.02,Phone,Public Works,1.9,2025-10,2025Q4,1
RVA-10279,2024-07-26,The Fan,Water & Utilities,Water Main Break,Low,Resolved,5.5,Mobile App,Police,1.5,2024-07,2024Q3,1
RVA-10280,2024-05-10,Bon Air,Road & Sidewalk,Street Light Out,Low,Resolved,1.48,Mobile App,Police,4.5,2024-05,2024Q2,1
RVA-10281,2025-02-07,Shockoe Bottom,Water & Utilities,Storm Drain Blocked,Medium,In Progress,0.87,Phone,Transportation,1.2,2025-02,2025Q1,0
RVA-10282,2024-05-31,Manchester,Public Safety,Unsafe Structure,Low,In Progress,0.8,Walk-in,Public Utilities,1.5,2024-05,2024Q2,0
RVA-10283,2024-02-23,Museum District,Road & Sidewalk,Crosswalk Faded,Medium,Open,1.15,Website,Public Utilities,1.3,2024-02,2024Q1,0
RVA-10284,2024-04-29,Oregon Hill,Water & Utilities,Water Main Break,Emergency,In Progress,0.63,Website,Police,2.7,2024-04,2024Q2,0
RVA-10285,2025-11-03,East End,Public Safety,Hazardous Condition,Medium,Resolved,8.28,Mobile App,Public Utilities,3.1,2025-11,2025Q4,1
RVA-10286,2025-09-19,Bon Air,Public Safety,Unsafe Structure,High,Resolved,1.2,Email,Police,1.1,2025-09,2025Q3,1
RVA-10287,2025-08-09,Northside,Public Safety,Unsafe Structure,Low,Closed,7.06,Mobile App,Public Works,3.1,2025-08,2025Q3,1
RVA-10288,2025-09-16,West End,Sanitation,Illegal Dumping,Low,Closed,0.33,Website,Public Utilities,2.6,2025-09,2025Q3,1
RVA-10289,2025-02-23,The Fan,Noise & Nuisance,Abandoned Vehicle,Low,Closed,0.72,Mobile App,Public Works,4.1,2025-02,2025Q1,1
RVA-10290,2025-02-25,Southside,Parks & Public Spaces,Graffiti Removal,Medium,Resolved,1.49,Mobile App,Parks & Rec,4.3,2025-02,2025Q1,1
RVA-10291,2024-04-13,Museum District,Road & Sidewalk,Crosswalk Faded,Emergency,In Progress,0.39,Mobile App,Transportation,3.7,2024-04,2024Q2,0
RVA-10292,2024-09-10,Fulton,Road & Sidewalk,Street Light Out,Low,Closed,13.45,Phone,Transportation,2.9,2024-09,2024Q3,1
RVA-10293,2024-08-14,Oregon Hill,Public Safety,Missing Sign,Medium,Resolved,4.64,Website,Public Utilities,1.9,2024-08,2024Q3,1
RVA-10294,2024-04-21,East End,Road & Sidewalk,Sidewalk Damage,Medium,In Progress,2.49,Mobile App,Police,4.4,2024-04,2024Q2,0
RVA-10295,2025-05-24,Scott's Addition,Road & Sidewalk,Pothole Repair,Emergency,Closed,0.06,Mobile App,Transportation,2.4,2025-05,2025Q2,1
RVA-10296,2025-04-17,Scott's Addition,Parks & Public Spaces,Tree Hazard,Low,Resolved,15.18,Walk-in,Police,2.4,2025-04,2025Q2,1
RVA-10297,2024-04-08,Oregon Hill,Noise & Nuisance,Abandoned Vehicle,Low,Resolved,4.52,Mobile App,Transportation,4.7,2024-04,2024Q2,1
RVA-10298,2024-06-01,Manchester,Public Safety,Traffic Signal Issue,Low,Closed,13.32,Mobile App,Parks & Rec,4.9,2024-06,2024Q2,1
RVA-10299,2024-12-03,Scott's Addition,Road & Sidewalk,Crosswalk Faded,Medium,Closed,3.6,Phone,Police,4.6,2024-12,2024Q4,1
RVA-10300,2025-12-06,The Fan,Public Safety,Unsafe Structure,Medium,Resolved,6.71,Walk-in,Public Works,5.0,2025-12,2025Q4,1
RVA-10301,2024-06-11,Ginter Park,Sanitation,Illegal Dumping,High,Resolved,4.76,Mobile App,Police,4.5,2024-06,2024Q2,1
RVA-10302,2025-12-20,The Fan,Sanitation,Overflowing Bin,Medium,Resolved,12.69,Email,Parks & Rec,3.8,2025-12,2025Q4,1
RVA-10303,2025-11-11,Fulton,Road & Sidewalk,Crosswalk Faded,Medium,Closed,3.83,Phone,Code Enforcement,2.2,2025-11,2025Q4,1
RVA-10304,2024-06-09,Carytown,Water & Utilities,Hydrant Issue,Medium,Open,3.58,Phone,Code Enforcement,4.8,2024-06,2024Q2,0
RVA-10305,2025-08-02,The Fan,Road & Sidewalk,Crosswalk Faded,Low,Resolved,3.09,Mobile App,Public Works,4.5,2025-08,2025Q3,1
RVA-10306,2025-02-01,Northside,Parks & Public Spaces,Park Maintenance,Medium,Closed,13.73,Website,Code Enforcement,2.0,2025-02,2025Q1,1
RVA-10307,2024-10-03,Lakeside,Public Safety,Unsafe Structure,Emergency,Resolved,0.31,Mobile App,Police,3.0,2024-10,2024Q4,1
RVA-10308,2025-05-18,Museum District,Parks & Public Spaces,Playground Repair,High,Closed,0.27,Website,Parks & Rec,1.3,2025-05,2025Q2,1
RVA-10309,2025-01-26,Northside,Noise & Nuisance,Animal Control,High,Closed,1.13,Mobile App,Transportation,4.8,2025-01,2025Q1,1
RVA-10310,2024-05-14,Scott's Addition,Water & Utilities,Sewer Problem,High,Resolved,0.27,Phone,Public Works,3.3,2024-05,2024Q2,1
RVA-10311,2024-07-13,East End,Parks & Public Spaces,Graffiti Removal,Low,Closed,6.98,Walk-in,Code Enforcement,2.0,2024-07,2024Q3,1
RVA-10312,2025-02-04,Lakeside,Parks & Public Spaces,Graffiti Removal,Low,Resolved,8.24,Website,Police,2.2,2025-02,2025Q1,1
RVA-10313,2025-10-01,Manchester,Public Safety,Unsafe Structure,Low,Closed,4.12,Mobile App,Transportation,4.9,2025-10,2025Q4,1
RVA-10314,2024-02-02,Ginter Park,Parks & Public Spaces,Park Maintenance,Medium,Closed,0.37,Website,Transportation,3.5,2024-02,2024Q1,1
RVA-10315,2025-11-18,West End,Noise & Nuisance,Animal Control,Low,Resolved,28.74,Website,Police,2.7,2025-11,2025Q4,1
RVA-10316,2025-04-04,Oregon Hill,Noise & Nuisance,Noise Complaint,Medium,Closed,7.42,Mobile App,Public Utilities,3.0,2025-04,2025Q2,1
RVA-10317,2025-04-14,Ginter Park,Public Safety,Hazardous Condition,High,Closed,3.65,Phone,Public Utilities,1.4,2025-04,2025Q2,1
RVA-10318,2025-01-09,Bon Air,Public Safety,Traffic Signal Issue,High,Resolved,0.91,Mobile App,Parks & Rec,1.3,2025-01,2025Q1,1
RVA-10319,2024-01-22,Short Pump,Sanitation,Bulk Pickup Request,High,In Progress,2.86,Phone,Public Works,3.4,2024-01,2024Q1,0
RVA-10320,2025-10-31,Scott's Addition,Road & Sidewalk,Crosswalk Faded,Emergency,In Progress,0.33,Website,Code Enforcement,3.0,2025-10,2025Q4,0
RVA-10321,2024-02-07,Bon Air,Road & Sidewalk,Street Light Out,Low,Resolved,2.24,Mobile App,Code Enforcement,2.4,2024-02,2024Q1,1
RVA-10322,2024-08-17,Shockoe Bottom,Sanitation,Illegal Dumping,Low,Closed,1.33,Mobile App,Police,3.3,2024-08,2024Q3,1
RVA-10323,2024-12-30,The Fan,Sanitation,Missed Trash Pickup,High,Closed,0.85,Mobile App,Code Enforcement,1.3,2024-12,2024Q4,1
RVA-10324,2025-07-16,Manchester,Sanitation,Illegal Dumping,Medium,Resolved,0.74,Email,Parks & Rec,4.8,2025-07,2025Q3,1
RVA-10325,2025-03-13,West End,Sanitation,Missed Trash Pickup,Medium,Resolved,31.8,Website,Public Utilities,2.2,2025-03,2025Q1,1
RVA-10326,2024-10-09,Bon Air,Public Safety,Unsafe Structure,Medium,Resolved,0.25,Mobile App,Police,1.3,2024-10,2024Q4,1
RVA-10327,2024-01-27,Southside,Water & Utilities,Water Main Break,Medium,In Progress,2.91,Phone,Public Works,1.7,2024-01,2024Q1,0
RVA-10328,2024-08-13,Bon Air,Sanitation,Overflowing Bin,Medium,Resolved,3.01,Mobile App,Police,1.4,2024-08,2024Q3,1
RVA-10329,2024-10-03,Carytown,Parks & Public Spaces,Playground Repair,Medium,Resolved,1.79,Website,Code Enforcement,1.7,2024-10,2024Q4,1
RVA-10330,2025-08-31,The Fan,Water & Utilities,Water Main Break,Medium,Resolved,4.24,Phone,Parks & Rec,2.7,2025-08,2025Q3,1
RVA-10331,2024-10-10,Northside,Water & Utilities,Water Main Break,High,Closed,0.32,Email,Public Works,4.0,2024-10,2024Q4,1
RVA-10332,2025-04-25,Bon Air,Water & Utilities,Hydrant Issue,Medium,Resolved,7.66,Mobile App,Police,2.1,2025-04,2025Q2,1
RVA-10333,2025-03-28,Lakeside,Water & Utilities,Sewer Problem,Medium,Resolved,2.02,Phone,Code Enforcement,2.7,2025-03,2025Q1,1
RVA-10334,2025-10-20,The Fan,Public Safety,Missing Sign,Low,In Progress,8.95,Website,Police,4.7,2025-10,2025Q4,0
RVA-10335,2025-05-30,Scott's Addition,Noise & Nuisance,Abandoned Vehicle,Medium,Closed,6.29,Walk-in,Public Works,2.2,2025-05,2025Q2,1
RVA-10336,2025-06-30,Scott's Addition,Water & Utilities,Hydrant Issue,High,Closed,4.4,Phone,Code Enforcement,4.2,2025-06,2025Q2,1
RVA-10337,2024-07-10,Manchester,Road & Sidewalk,Crosswalk Faded,High,Closed,3.61,Website,Public Utilities,1.6,2024-07,2024Q3,1
RVA-10338,2024-02-18,The Fan,Noise & Nuisance,Noise Complaint,High,Resolved,1.87,Mobile App,Transportation,1.7,2024-02,2024Q1,1
RVA-10339,2025-05-26,Bon Air,Water & Utilities,Storm Drain Blocked,Low,Resolved,4.92,Phone,Public Works,2.8,2025-05,2025Q2,1
RVA-10340,2024-01-17,Short Pump,Road & Sidewalk,Pothole Repair,Medium,Resolved,3.5,Walk-in,Public Utilities,1.9,2024-01,2024Q1,1
RVA-10341,2024-06-20,East End,Sanitation,Missed Trash Pickup,Medium,In Progress,7.32,Email,Public Utilities,4.6,2024-06,2024Q2,0
RVA-10342,2024-08-07,The Fan,Sanitation,Bulk Pickup Request,Medium,Closed,10.5,Website,Code Enforcement,1.2,2024-08,2024Q3,1
RVA-10343,2024-06-06,The Fan,Noise & Nuisance,Noise Complaint,Medium,Closed,0.55,Phone,Police,3.4,2024-06,2024Q2,1
RVA-10344,2025-04-21,Northside,Road & Sidewalk,Street Light Out,Medium,In Progress,2.43,Walk-in,Police,3.4,2025-04,2025Q2,0
RVA-10345,2024-02-15,Fulton,Public Safety,Hazardous Condition,Medium,In Progress,7.48,Mobile App,Parks & Rec,1.3,2024-02,2024Q1,0
RVA-10346,2025-01-07,Short Pump,Parks & Public Spaces,Graffiti Removal,High,Closed,1.13,Mobile App,Public Works,3.9,2025-01,2025Q1,1
RVA-10347,2025-06-01,Woodland Heights,Sanitation,Overflowing Bin,Low,Resolved,4.04,Website,Public Works,2.9,2025-06,2025Q2,1
RVA-10348,2024-04-08,Highland Park,Public Safety,Hazardous Condition,High,Resolved,1.06,Mobile App,Code Enforcement,3.9,2024-04,2024Q2,1
RVA-10349,2024-02-06,The Fan,Sanitation,Overflowing Bin,Low,Closed,9.23,Email,Code Enforcement,4.3,2024-02,2024Q1,1
RVA-10350,2024-10-06,Shockoe Bottom,Sanitation,Overflowing Bin,Low,Resolved,85.43,Phone,Parks & Rec,2.3,2024-10,2024Q4,1
RVA-10351,2024-12-14,East End,Parks & Public Spaces,Graffiti Removal,Emergency,Closed,0.34,Phone,Parks & Rec,2.9,2024-12,2024Q4,1
